id,popularity,return,vote_average,release_year,runtime,belongs_to_collection,production_companies,production_countries,16,35,10751,12,14,10749,18,28,80,53,27,36,878,9648,10752,10402,99,37,10769,10770,en,fr,es,de,it,ja,ru,zh,pt,cn,other_lang
4599,12.448933,0.99437222,5.9,2004,119.0,,"[9195, 10157, 10227]",['US'],0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4612,4.113554,0.0,4.3,2003,96.0,,"[1069, 4794, 8582, 29018, 54606]","['CA', 'GB']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4613,4.163428,0.0,5.4,2003,95.0,,"[14589, 23787]",['US'],0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4614,9.268136,2.838235294117647,5.9,2002,124.0,192492,"[4, 2767, 21409, 21410, 54502]",['US'],0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4627,4.562917,0.0,6.1,2008,120.0,,"[1705, 1706]",['DE'],0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4629,4.661689,0.0116185,6.2,2007,105.0,,"[79, 1380]","['AU', 'GB', 'US']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4638,13.535195,6.714481166666666,7.4,2007,121.0,,"[33, 443, 694, 3656, 10163]",['GB'],0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4641,3.627385,0.0,5.3,2006,90.0,,"[42053, 47441]",['US'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4643,10.031817,0.7858818857142857,6.8,2006,139.0,,"[1836, 1838, 9195, 10157, 15763]",['US'],0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4688,9.161581,0.0,7.1,2007,133.0,,"[497, 598]",['US'],0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4689,6.314697,0.48873425,7.3,2002,121.0,4563,"[7036, 11340]",['KR'],0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4710,3.774605,0.0,7.6,1966,110.0,,"[1728, 6116, 6181, 14679]","['SE', 'FR']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4722,6.559693,0.0329898461538461,5.8,1993,87.0,,"[6194, 10098, 10099]",['US'],0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4723,6.242588,0.0220437058823529,5.2,2006,144.0,,"[33, 769, 810, 856, 8848, 11278, 12622, 87783, 95289, 95290]","['FR', 'DE', 'US']",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4727,6.479033,0.0,6.8,1964,89.0,10517,"[1730, 16670]",['FR'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4728,4.363057,0.0,6.1,1965,95.0,10517,[],['FR'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4729,4.269485,0.0,6.5,1968,90.0,10517,"[249, 1702]",['FR'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4762,7.172922,0.0,7.2,1975,106.0,,"[46, 403, 1407]",['DE'],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4771,6.148516,1.8220894210526315,7.2,2007,113.0,,"[14, 7965]",['US'],0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4772,3.681667,0.0,6.9,1966,113.0,,[1754],['GB'],0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4780,3.417112,0.0,6.5,1976,98.0,,"[441, 1762]",['US'],0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4786,3.54169,0.0,6.1,2008,102.0,,[1719],"['MX', 'US']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4787,6.062873,0.0,6.1,2007,108.0,,"[449, 856, 1721]","['GB', 'US']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4806,8.919469,4.420821557142857,5.8,1999,116.0,,"[4, 126, 9195, 10201]",['US'],0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4808,7.098731,3.368647,7.7,1963,113.0,,[33],['US'],0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
4816,9.368099,0.0,7.2,1999,116.0,,"[208, 254, 986, 1251, 4248, 5358, 59348]",['US'],0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4823,4.43707,0.0,5.4,1992,117.0,,[6194],['US'],0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4824,11.131917,2.655504666666667,6.1,1997,124.0,,"[33, 657, 762, 4650, 7237, 11462, 15278, 23932, 54502]",['US'],0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4825,4.860664,0.0,6.9,1955,150.0,,[28205],['US'],0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4836,9.642214,1.8231098461538464,7.0,2004,105.0,,"[58, 5374]",['GB'],0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4858,5.228837,0.188393925,5.7,2007,99.0,,"[79, 829, 1885, 6194]","['US', 'AU']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4868,6.946494,0.0,6.2,1965,127.0,,"[441, 1787, 1788, 5940]","['US', 'RS', 'GB']",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4883,8.597074,0.0,5.9,1974,98.0,,"[428, 1795, 1796, 1797, 1798]","['DE', 'ES', 'FR', 'GB']",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4886,4.496034,0.0,6.7,1945,97.0,,[1801],['US'],0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4909,6.320225,0.0,7.3,1973,143.0,,"[1408, 1806, 1807]","['FR', 'GB']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
4910,8.219562,0.0,6.7,1970,94.0,,[1808],['GB'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4911,4.98408,0.6158313333333333,6.5,2002,118.0,,"[60, 763, 1809, 1810, 8411, 11462]","['DE', 'GB', 'US']",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4912,11.331072,1.100460166666667,6.6,2002,113.0,,"[14, 1755, 1757]",['US'],0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4912,7.645827,1.100460166666667,6.6,2002,113.0,,"[14, 1755, 1757]",['US'],0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4916,5.385108,0.0,5.6,1993,107.0,,[915],['US'],0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4917,8.386787,0.0,6.5,1975,91.0,,[1814],['US'],0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4918,3.246823,0.0,6.1,1987,119.0,,[364],['GB'],0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4922,17.934821,2.2262138866666668,7.3,2008,166.0,,"[4, 6194, 7383]",['US'],0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4923,10.698934,0.0,5.8,1974,105.0,,"[306, 55637]",['IE'],0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4929,7.266576,3.7777777777777777,6.7,1968,114.0,,[60],['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4934,9.443289,0.0,5.5,1968,104.0,,[4051],['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4935,16.136048,9.779602291666668,8.2,2004,119.0,,"[10342, 11200, 11847, 12518, 74952]",['JP'],1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4942,9.37102,0.7120602068965517,5.7,2008,114.0,,"[33, 877, 19507, 22695]","['DE', 'US']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4944,13.206799,4.42486672972973,6.5,2008,96.0,,"[2092, 5870, 7295, 10146, 10163]","['US', 'GB', 'FR']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4946,3.303818,0.0,6.9,1969,120.0,,"[249, 1818]","['FR', 'IT']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4949,5.437705,0.0,4.2,1967,88.0,,[441],['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4951,12.069966,3.342385375,7.3,1999,97.0,,"[1757, 1783, 9195]",['US'],0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4953,4.848692,0.0,6.2,2008,102.0,,"[12, 1784, 10146]","['US', 'GB']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4954,9.579155,0.0,5.1,1994,101.0,,[4],['US'],0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4958,9.034884,0.4932428375,6.4,2000,126.0,,"[27, 306, 316, 1171, 1755]",['US'],0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4959,6.583609,1.20322782,6.0,2009,118.0,,"[264, 507, 748, 1972]","['DE', 'GB', 'US']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
4960,6.295807,0.0,7.4,2008,124.0,,[1785],['US'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4961,9.128905,0.8493496666666667,5.7,1997,105.0,10721,"[14, 7405]",['US'],0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4964,9.058516,7.3025506,6.2,2007,129.0,,"[33, 10105]",['US'],0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4965,8.209652,0.0,6.1,2001,102.0,,"[7405, 12552, 21635, 21636]",['US'],0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4967,6.045585,1.2345334666666667,5.9,2000,127.0,,"[158, 9195, 53666]",['US'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4970,10.939066,3.5397831,5.8,2003,98.0,,"[441, 1786, 6194]",['US'],0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4972,6.438965,0.0,7.4,2003,100.0,,[1789],['DK'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4974,4.545971,0.0,6.0,2004,90.0,,[],['FR'],0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
4977,7.128022,0.0,7.7,2006,90.0,,"[58, 4288, 12050]",['JP'],1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4978,11.928545,9.393555777777776,6.6,1986,80.0,8783,"[33, 56]",['US'],1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4982,9.644542,2.66465037,7.4,2007,157.0,,"[23, 33, 1645, 7295, 8083]","['GB', 'US']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4985,9.460843,14.830370689655172,6.4,1974,121.0,,[4],['US'],0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4995,7.595679,2.8734396,7.5,1997,155.0,,"[12, 178, 840]",['US'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4997,8.062123,0.4932888,6.2,2003,104.0,,[35],"['CA', 'US']",0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4998,4.824224,0.0,6.5,2007,135.0,,[22436],"['AT', 'SK', 'UA']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5000,3.936747,0.0,7.8,1952,86.0,,[142],['FR'],0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5001,3.933132,0.0,6.6,2000,134.0,,"[1815, 1816]",['US'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5038,9.648539,6.427243466666667,6.7,2008,96.0,,"[308, 1824, 6538, 8530, 11737, 12010]","['US', 'ES']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5051,4.46536,0.0,7.3,1993,122.0,,"[1035, 1832, 16527, 30994]","['FR', 'DE', 'NL', 'GB']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5052,4.769209,0.0,6.1,1964,119.0,,[1138],['US'],0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5060,6.933646,0.0,7.0,1966,87.0,37261,"[10265, 10329]",['GB'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5061,5.744152,0.0,7.0,1966,90.0,37261,"[364, 1847]",['GB'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5065,5.236409,0.0,6.1,1966,93.0,37261,[10265],['GB'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5066,6.143986,0.0,6.6,1964,94.0,37261,[10329],['GB'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5070,6.599255,0.0,5.5,2005,95.0,,"[83, 147, 796, 856, 1852, 1853]",['FR'],0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5072,9.632547,0.0,6.4,2006,96.0,,"[892, 1854, 2268, 2395, 2452, 8874]","['GB', 'DE', 'HU']",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5121,4.506948,4.266666666666667,6.4,1974,110.0,,"[33, 1865]",['US'],0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5123,8.874048,2.64488104,7.2,2007,114.0,,"[6194, 7036, 30131]",['US'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5125,13.482558,0.8999516363636364,6.2,2007,120.0,,"[10039, 10040, 20666]",['US'],0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5126,5.038252,0.0,6.8,2007,106.0,,[12],['US'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5137,9.64113,0.8279813714285714,5.7,2004,107.0,,"[4, 804, 1668, 4753, 10671, 10672]","['GB', 'US']",0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5139,4.625825,0.0,6.4,2007,110.0,,"[2905, 15308, 16804]",['FR'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5143,9.57874,6.26313140625,7.6,1986,107.0,,[41],['US'],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5145,3.10889,0.0,6.6,2005,96.0,,"[10393, 10394]",['GB'],0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5146,6.585107,0.0,5.6,2003,98.0,,"[174, 1403]","['DE', 'US']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
5156,13.233136,2.719639097744361,8.0,1948,93.0,,[1875],['IT'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5157,4.565827,0.0,5.4,1979,93.0,294834,[1876],['US'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5165,9.595757,0.0,7.6,1960,143.0,441439,[2342],"['IT', 'FR']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5172,6.862146,0.8562222307692308,6.2,2006,104.0,,[1861],['US'],0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5174,9.718111,1.84301595,6.1,2007,91.0,90863,[12],['US'],0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
5175,8.345985,3.8591755777777776,6.4,2001,90.0,90863,[12],['US'],0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5176,18.079094,1.2730221818181815,6.9,2007,122.0,,"[84, 1632, 7295, 10880]",['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5178,3.572157,0.0,6.0,2009,95.0,,[11672],"['DK', 'FR', 'IS', 'US']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5183,4.884367,0.0,6.3,1972,109.0,,[8411],['US'],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5185,4.127728,0.15,6.9,1970,125.0,,"[60, 11579, 14829]",['GB'],0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
5187,4.689828,0.0,3.9,1993,110.0,,"[12, 36383]",['US'],0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5203,17.395203,0.0,4.6,1989,105.0,5202,[10235],['US'],0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5204,3.569896,0.0,7.4,2003,105.0,,"[1877, 1878]",['HU'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5205,5.866383,0.0,7.0,1977,85.0,245129,[1879],['US'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5206,4.066106,0.0,6.8,2006,95.0,,[76],"['DK', 'FR', 'DE', 'IS', 'IT', 'SE']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5227,3.97439,0.0,3.7,1969,91.0,,[1881],['US'],0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5236,11.76054,1.0523432,7.2,2005,103.0,,"[1885, 6194]",['US'],0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5237,11.774191,0.0,6.7,1992,103.0,,"[181, 927, 6282, 12745]","['GB', 'NA', 'US', 'ZA']",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5255,14.27536,1.853792303030303,6.4,2004,100.0,,"[1867, 4171, 11395]",['US'],1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5257,6.263988,0.0,6.6,2000,101.0,,"[1066, 13674]",['AU'],0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5259,9.410107,0.0,7.0,2007,83.0,,"[1872, 1873]","['FR', 'IL', 'US']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5279,14.101101,4.432022424242424,6.8,2001,137.0,,[987],"['DE', 'GB', 'US']",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5289,9.51795,0.00051445,6.1,2005,106.0,,"[972, 1171, 1896, 5357, 21869, 26144, 26146, 26147]","['CA', 'GB', 'US']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5333,3.927714,0.1676935,6.9,1988,124.0,,[],"['AR', 'GB']",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5334,3.557657,0.0,7.8,1962,119.0,,[1900],['GB'],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5336,7.705479,0.0,6.4,1975,116.0,,"[60, 64, 7508, 10932]","['IT', 'FR']",0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
5353,5.178628,0.0,6.6,2007,101.0,,[763],"['BA', 'US']",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5375,5.502098,0.97838349,5.5,2007,116.0,,"[1885, 6194, 53061, 53062]",['US'],0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5393,13.139893,0.8103357021276596,4.6,2006,75.0,141084,"[614, 1632, 1718, 46875]","['DE', 'US']",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5425,8.541796,0.0,6.3,1979,94.0,,[15669],['IT'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5458,4.333637,0.0,4.4,2000,87.0,52789,"[333, 506, 10471]",['US'],0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5460,3.319071,0.0,4.3,2004,85.0,52789,"[177, 333, 506]",['US'],0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5470,7.745765,0.07656255,4.4,1999,95.0,,[3417],"['US', 'FR']",0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5471,5.606454,0.0,6.1,2005,103.0,,"[806, 1071, 1205, 1727, 11065, 25469, 25470]","['AU', 'CA', 'IS', 'GB', 'US']",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5486,4.725878,0.0,6.4,1971,84.0,,[1920],['IT'],0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5488,4.369975,0.0,7.1,2006,105.0,,[1688],['KR'],0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5491,5.276926,0.4863636363636364,3.0,2000,118.0,,"[1403, 6194, 7406, 10210, 19718]",['US'],0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5493,4.223815,0.0,6.7,2002,116.0,,"[3341, 4475, 11327]",['JP'],0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5494,5.02811,0.0,5.1,2004,93.0,,"[8900, 16850, 19259]","['DE', 'GB', 'US', 'LU']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5503,10.08937,8.38354,7.2,1993,130.0,134011,[6194],['US'],0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
